product_name,category,img_link,product_link,discounted_price,actual_price,discount_percentage,rating,rating_count,Label
MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/51Y4ApH7emL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Inches-Ultra-Smart-Android-L43M6-ES/dp/B09MJ77786/ref=sr_1_253?qid=1672909136&s=electronics&sr=1-253,31999,"49,999",0.36,4.3,"21,252",1
Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/51TJwbyAtNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Sansui-Certified-Android-JSW55ASUHD-Mystique/dp/B09NNGHG22/ref=sr_1_254?qid=1672909136&s=electronics&sr=1-254,32990,"56,790",0.42,4.3,567,0
LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/I/4173mQ7F-mL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LOHAYA-Remote-Compatible-Smart-Control/dp/B07V5YF4ND/ref=sr_1_255?qid=1672909136&s=electronics&sr=1-255,299,"1,199",0.75,3.5,466,0
"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31q4l5k9uOL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-charging-capacity-durability-Black/dp/B0B65P827P/ref=sr_1_256?qid=1672909136&s=electronics&sr=1-256,128.31,549,0.77,3.9,61,0
"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/21DySoa1X+L._SY300_SX300_.jpg,https://www.amazon.in/Belkin-USB-C-Charging-USB-IF-Certified/dp/B084MZYBTV/ref=sr_1_257?qid=1672909136&s=electronics&sr=1-257,599,849,0.29,4.5,474,0
7SEVEN?? TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/I/31DRQ+kgWaL._SY300_SX300_.jpg,https://www.amazon.in/RC802V-Compatible-43S6500FS-49S6800FS-Non-Bluetooth/dp/B097ZQTDVZ/ref=sr_1_258?qid=1672909136&s=electronics&sr=1-258,399,899,0.56,3.4,431,0
"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31MQ2YXMb4L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-Charging-Lightening-Compatible/dp/B0B5F3YZY4/ref=sr_1_259?qid=1672909136&s=electronics&sr=1-259,449,"1,099",0.59,4,242,0
"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41FQPJ+s61L._SX342_SY445_.jpg,https://www.amazon.in/Charging-Certified-Lightning-Transfer-Iphone12/dp/B09G5TSGXV/ref=sr_1_260?qid=1672909136&s=electronics&sr=1-260,254,799,0.68,4,"2,905",1
Amazon Basics 16-Gauge Speaker Wire - 50 Feet,"Electronics|HomeTheater,TV&Video|Accessories|Cables|SpeakerCables",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41vJcrdr5mL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-16-Gauge-Speaker-Wire-Feet/dp/B006LW0WDQ/ref=sr_1_263?qid=1672909136&s=electronics&sr=1-263,399,795,0.5,4.4,"12,091",1
"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31VemHkewfL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Neckband-Wireless-ACT/dp/B09YLX91QR/ref=sr_1_272?qid=1672909138&s=electronics&sr=1-272,179,399,0.55,4,"1,423",0
"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41etMsrKqTL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-Charger-Charging-Samsung/dp/B081FJWN52/ref=sr_1_273?qid=1672909138&s=electronics&sr=1-273,339,999,0.66,4.3,"6,255",1
"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV?????s, Universal Fixed TV Wall Mount Stand (M452)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",https://m.media-amazon.com/images/I/41js3ITzVHL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Maxicom-B-28-Universal-Bracket-inches/dp/B0758F7KK7/ref=sr_1_274?qid=1672909138&s=electronics&sr=1-274,399,999,0.6,4,"1,236",0
"Smashtronics?? - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31dENZ1gQVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Smashtronics%C2%AE-Silicone-Firestick-Control-Shockproof/dp/B09L835C3V/ref=sr_1_276?qid=1672909138&s=electronics&sr=1-276,199,399,0.5,4.2,"1,335",0
Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41rEpW57SyL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Electvision-Remote-Control-Compatible-Without/dp/B098TV3L96/ref=sr_1_279?qid=1672909138&s=electronics&sr=1-279,349,"1,999",0.83,3.8,197,0
Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/412XfBAEikL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Boat-Type-Cable-1-5m-Black/dp/B08NCKT9FG/ref=sr_1_284?qid=1672909138&s=electronics&sr=1-284,299,798,0.63,4.4,"28,791",1
"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/317rlQQXhYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-Charging-480Mbps-Durable-1-Meter/dp/B0B4T6MR8N/ref=sr_1_287?qid=1672909138&s=electronics&sr=1-287,89,800,0.89,3.9,"1,075",0
"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41pOYlC-U8L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-USB-Type-C-2-0-Cable/dp/B01GGKZ4NU/ref=sr_1_288?qid=1672909138&s=electronics&sr=1-288,549,995,0.45,4.2,"29,746",1
"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31qs7auuBKL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Croma-transfer-Durability-warranty-CRCMA0106sTC10/dp/B09BW2GP18/ref=sr_1_289?qid=1672909138&s=electronics&sr=1-289,129,"1,000",0.87,3.9,295,0
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/51uVckL1jRL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Sony-Bravia-inches-Google-KD-65X74K/dp/B09WN3SRC7/ref=sr_1_291?qid=1672909138&s=electronics&sr=1-291,77990,"1,39,900",0.44,4.7,"5,935",1
7SEVEN?? Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/I/31x9nSr-rqL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/7SEVEN-Compatible-Non-Voice-Infrared-Universal/dp/B09B125CFJ/ref=sr_1_290?qid=1672909139&s=electronics&sr=1-290,349,799,0.56,3.6,323,0
7SEVEN?? Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/I/31c+W3iUSxL._SY300_SX300_.jpg,https://www.amazon.in/7SEVENTM-Compatible-Android-Original-Replacement/dp/B09RQRZW2X/ref=sr_1_291?qid=1672909139&s=electronics&sr=1-291,499,899,0.44,3.7,185,0
Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41Ft9wrU55L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Storite-Feet-Micro-USB-Cable/dp/B07924P3C5/ref=sr_1_292?qid=1672909139&s=electronics&sr=1-292,299,799,0.63,4.2,"2,117",1
"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31-ACQj+oDL._SY445_SX342_.jpg,https://www.amazon.in/FLiX-Textured-charging-Lightning-Smartphones/dp/B08N1WL9XW/ref=sr_1_293?qid=1672909139&s=electronics&sr=1-293,182,599,0.7,4,"9,378",1
SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",https://m.media-amazon.com/images/I/41QvckgGiCL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/SVM-Products-Premium-Quality-Unbreakable/dp/B07VVXJ2P5/ref=sr_1_300?qid=1672909139&s=electronics&sr=1-300,96,399,0.76,3.6,"1,796",0
VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41pdZIhY+gL._SY300_SX300_.jpg,https://www.amazon.in/VU-inches-GloLED-Google-65GloLED/dp/B0BC8BQ432/ref=sr_1_302?qid=1672909139&s=electronics&sr=1-302,54990,"85,000",0.35,4.3,"3,587",0
"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)","Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",https://m.media-amazon.com/images/I/41Bh7qwDUmL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Cablecreation-Audio-Cable-3-5mm-2-Male/dp/B06XFTHCNY/ref=sr_1_305?qid=1672909139&s=electronics&sr=1-305,439,758,0.42,4.2,"4,296",1
"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/416qO6VZHgL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Charging-Charger-Samsung-Galaxy/dp/B08CT62BM1/ref=sr_1_326?qid=1672909140&s=electronics&sr=1-326,299,999,0.7,4.3,"2,651",1
boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31mfWNStU9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rugged-V3-Braided-Micro-Cable/dp/B07CRL2GY6/ref=sr_1_329?qid=1672909140&s=electronics&sr=1-329,299,799,0.63,4.2,"94,363",1
"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41jTlkBBf4L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Certified-Lightning-Charge-Collection/dp/B07DWFX9YS/ref=sr_1_333?qid=1672909140&s=electronics&sr=1-333,789,"1,999",0.61,4.2,"34,540",1
AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/I/41BIgj-8fML._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-High-Speed-Female-Extension-Cable/dp/B01D5H90L4/ref=sr_1_335?qid=1672909140&s=electronics&sr=1-335,299,700,0.57,4.4,"8,714",1
"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41DXzzwydTL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Charger-Samsung-Galaxy-Wc3Cb1/dp/B07F1P8KNV/ref=sr_1_338?qid=1672909141&s=electronics&sr=1-338,325,"1,099",0.7,4.2,"10,576",1
"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) ????? Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31vIaLbBXmL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Belkin-Certified-Lightning-Braided-Meters-Black/dp/B084N1BM9L/ref=sr_1_340?qid=1672909141&s=electronics&sr=1-340,1299,"1,999",0.35,4.4,"7,318",1
7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/315sEpeo50L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Compatible-Suitable-Control-Non-Support-Netflix/dp/B09F6D21BY/ref=sr_1_344?qid=1672909141&s=electronics&sr=1-344,790,"1,999",0.6,3,103,0
Realme Smart TV Stick 4K,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31M+JM+KZIL._SY300_SX300_.jpg,https://www.amazon.in/Realme-Smart-TV-Stick-4K/dp/B09LQQYNZQ/ref=sr_1_352?qid=1672909141&s=electronics&sr=1-352,4699,"4,699",0,4.5,224,0
Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/515t5K7hdqL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Android-Smart-AR40AR2841FDFL/dp/B0BC9BW512/ref=sr_1_367?qid=1672909143&s=electronics&sr=1-367,18999,"24,990",0.24,4.3,"4,702",1
"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41wgqEfJy3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lapster-mantra-cable-data-black/dp/B0B61HYR92/ref=sr_1_371?qid=1672909143&s=electronics&sr=1-371,199,999,0.8,4.2,85,0
"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/I/41SxrTzMivL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Braided-HDMI-Cable-3-Feet/dp/B075ZTJ9XR/ref=sr_1_380?qid=1672909143&s=electronics&sr=1-380,269,650,0.59,4.4,"35,877",1
"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27","Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/315GvM3Qq6S._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bluetooth-Transmitter-Receiver-Headphones-Speakers/dp/B0978V2CP6/ref=sr_1_385?qid=1672909144&s=electronics&sr=1-385,1990,"3,100",0.36,4,897,0
"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics|HomeAudio|Speakers|TowerSpeakers,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41zEHNLyhKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/KRISONS-Multimedia-Standing-Bluetooth-Connectivity/dp/B09LRZYBH1/ref=sr_1_388?qid=1672909144&s=electronics&sr=1-388,2299,"3,999",0.43,3.8,282,0
Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/51aFoI9nNZL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ultra-Android-AR55AR2851UDPRO/dp/B0B997FBZT/ref=sr_1_394?qid=1672909144&s=electronics&sr=1-394,35999,"49,990",0.28,4.3,"1,611",0
Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Zc-phmoEL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Dealfreez-Compatible-Shockproof-Silicone-Anti-Lost/dp/B098LCVYPW/ref=sr_1_395?qid=1672909144&s=electronics&sr=1-395,349,999,0.65,4.2,513,0
"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+tGYXUN8L._SX342_SY445_.jpg,https://www.amazon.in/Wayona-Lightning-Certified-charging-Braided/dp/B09HV71RL1/ref=sr_1_400?qid=1672909144&s=electronics&sr=1-400,719,"1,499",0.52,4.1,"1,045",0
VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51HNUsgY29L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/inches-Ready-Smart-VW32PRO-Black/dp/B08PZ6HZLT/ref=sr_1_404?qid=1672909144&s=electronics&sr=1-404,8999,"18,999",0.53,4,"6,347",1
Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",https://m.media-amazon.com/images/I/31x1oQ78mDL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Airtel-Digital-TV-Month-Recording/dp/B075TJHWVC/ref=sr_1_407_mod_primary_new?qid=1672909144&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-407,917,"2,299",0.6,4.2,"3,300",1
LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31GCzAA+FyL._SY300_SX300_.jpg,https://www.amazon.in/LOHAYA-Assistant-Compatible-Xstream-Function/dp/B09LV13JFB/ref=sr_1_408?qid=1672909144&s=electronics&sr=1-408,399,999,0.6,3.3,23,0
Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Y9XnzBHTL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA55AUE60AKLXL/dp/B092BL5DCX/ref=sr_1_411?qid=1672909145&s=electronics&sr=1-411,45999,"69,900",0.34,4.3,"7,109",1
Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable?? ????? 1 Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/21pqzUPpJNL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Charging-Cable/dp/B09VH568H7/ref=sr_1_415?qid=1672909145&s=electronics&sr=1-415,119,299,0.6,3.8,51,0
Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41giUEJJGDL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/inches-Horizon-Android-L40M6-EI-Black/dp/B09HQSV46W/ref=sr_1_420?qid=1672909145&s=electronics&sr=1-420,21999,"29,999",0.27,4.2,"32,840",1
Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51iQQPQSiGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Toshiba-inches-Android-43V35KP-Silver/dp/B0B21XL94T/ref=sr_1_425?qid=1672909145&s=electronics&sr=1-425,21990,"34,990",0.37,4.3,"1,657",0
"Lenovo USB A to Type-C Tangle-free????Aramid fiber braided??1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/317Bv9KEltL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lenovo-Tangle-free-Aramid-braided-1-2m-transmission-certified/dp/B09PTT8DZF/ref=sr_1_438?qid=1672909146&s=electronics&sr=1-438,417.44,670,0.38,3.9,523,0
"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Vpx5MVtaL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Amazon-Brand-Charging-Suitable-Supported/dp/B0B94JPY2N/ref=sr_1_444?qid=1672909146&s=electronics&sr=1-444,199,999,0.8,3,,0
LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51dOjIreG4L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LG-inches-Ultra-55UQ7500PSF-Ceramic/dp/B0B3XXSB1K/ref=sr_1_445?qid=1672909146&s=electronics&sr=1-445,47990,"79,990",0.4,4.3,"1,376",0
Tata Sky Digital TV HD Setup Box Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41o4qDiFFwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Tata-Sky-Digital-Setup-Remote/dp/B08RZ12GKR/ref=sr_1_447?qid=1672909146&s=electronics&sr=1-447,215,499,0.57,3.5,121,0
"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31XFe74gRjL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-Charging-480Mbps-Durable-Smartphone/dp/B0B4T8RSJ1/ref=sr_1_448?qid=1672909146&s=electronics&sr=1-448,99,800,0.88,3.9,"1,075",0
